kode_billing,tgl_billing,expired_billing,status,kd_kantor,dokumen,no_dok,tgl_dok,total_pungutan,total_dibayar,tgl_bayar,bank
620220200081601,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,LV404196272CN20220207,2022-02-08,2000,2000,2022-02-11,POS INDONESIA
620220200066848,2022-02-07,2022-04-07,Kirim Billing,040600,17,RN763412086GB20220131,2022-02-07,182000,0,NA,NA
620220200207676,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,EN156842340JP20220218,2022-02-21,148000,148000,2022-02-25,POS INDONESIA
620220200031030,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,EB042441128KR20220127,2022-02-03,445000,445000,2022-02-09,PT. TOKOPEDIA
620220200208908,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,EN157356812JP20220218,2022-02-21,39000,39000,2022-02-25,POS INDONESIA
620220200254258,2022-02-24,2022-04-24,Kirim Billing,040600,17,LP224656936SG20220223,2022-02-24,2000,0,NA,NA
620220200231113,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,LP589105269MY20220123,2022-02-22,2000,2000,2022-02-26,POS INDONESIA
620220200051435,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,LP589783129MY20220202,2022-02-04,5000,5000,2022-02-09,POS INDONESIA
620220200207241,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,10,SPSA-367/WBC.08/KPP.MP.03/2022,2022-02-21,4000,4000,2022-02-22,POS INDONESIA
620220200172962,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,LP223461448SG20220210,2022-02-16,22000,22000,2022-02-19,POS INDONESIA
620220200044828,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,LP220538474SG20220131,2022-02-04,27000,27000,2022-02-05,PT. TOKOPEDIA
620220200171480,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,EE801688985TW20220215,2022-02-16,520000,520000,2022-02-25,POS INDONESIA
620220200181344,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,LP223779559SG20220214,2022-02-17,49000,49000,2022-02-22,POS INDONESIA
620220200185119,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,EE831080270TW20220216,2022-02-17,137000,137000,2022-02-21,POS INDONESIA
620220200126127,2022-02-12,2022-04-12,Tunggu Rekon CEISA,040600,17,UH439586684GB20220205,2022-02-12,86000,86000,2022-02-17,POS INDONESIA
620220200251373,2022-02-24,2022-04-24,Tunggu Rekon CEISA,040600,17,UQ294241555SG20220219,2022-02-24,2000,2000,2022-02-24,POS INDONESIA
620220200252027,2022-02-24,2022-04-24,Tunggu Rekon CEISA,040600,17,CH124855214AU20220223,2022-02-24,510000,510000,2022-02-26,POS INDONESIA
620220200227444,2022-02-22,2022-04-22,Kirim Billing,040600,17,RP814147572SG20220221,2022-02-22,2000,0,NA,NA
620220200016260,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,UV491640775UZ20220128,2022-02-02,2000,2000,2022-02-05,POS INDONESIA
620220200270422,2022-02-25,2022-04-25,Kirim Billing,040600,17,LP224264152SG20220224,2022-02-25,105000,0,NA,NA
620220200071718,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,LP222733975SG20220204,2022-02-07,46000,46000,2022-02-10,POS INDONESIA
620220200041389,2022-02-04,2022-04-04,Kirim Billing,040600,17,UQ289422714SG20220202,2022-02-04,2000,0,NA,NA
620220200218424,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,UQ294655331SG20220218,2022-02-21,2000,2000,2022-02-25,POS INDONESIA
620220200124460,2022-02-11,2022-04-11,Tunggu Rekon CEISA,040600,17,RX180110098DE20220210,2022-02-11,341000,341000,2022-02-17,POS INDONESIA
620220200218466,2022-02-21,2022-04-21,Kirim Billing,040600,17,LP590031387MY20220218,2022-02-21,3000,0,NA,NA
620220200231453,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,UQ294968683SG20220221,2022-02-22,2000,2000,2022-02-24,POS INDONESIA
620220200254198,2022-02-24,2022-04-24,Kirim Billing,040600,17,LC1000647206720220223,2022-02-24,5000,0,NA,NA
620220200174426,2022-02-16,2022-04-16,Kirim Billing,040600,17,LP125102825TH20220210,2022-02-16,2000,0,NA,NA
620220200084964,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,LP589860982MY20220207,2022-02-08,38000,38000,2022-02-14,POS INDONESIA
620220200218609,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,LP590116900MY20220219,2022-02-21,4000,4000,2022-02-24,POS INDONESIA
620220200270630,2022-02-25,2022-04-25,Kirim Billing,040600,17,UQ295519195SG20220224,2022-02-25,4000,0,NA,NA
620220200055551,2022-02-05,2022-04-05,Tunggu Rekon CEISA,040600,17,CB639727232DE20220128,2022-02-05,399000,399000,2022-02-10,POS INDONESIA
620220200156104,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,LP223862106SG20220214,2022-02-15,21000,21000,2022-02-21,POS INDONESIA
620220200181530,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,RX124981098JP20220216,2022-02-17,227000,227000,2022-02-21,POS INDONESIA
620220200189161,2022-02-18,2022-04-18,Tunggu Rekon CEISA,040600,17,UV505971955UZ20220216,2022-02-18,5000,5000,2022-02-24,POS INDONESIA
620220200246475,2022-02-24,2022-04-24,Tunggu Rekon CEISA,040600,17,EN159139427JP20220222,2022-02-24,452000,452000,2022-02-24,PT. TOKOPEDIA
620220200143616,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,UU344375504CN20220211,2022-02-14,3000,3000,2022-02-17,POS INDONESIA
620220200049112,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,EA250267815CN20220203,2022-02-04,14000,14000,2022-02-11,POS INDONESIA
620220200027004,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,RU912603215NL20220201,2022-02-03,32000,32000,2022-02-11,POS INDONESIA
620220200259395,2022-02-24,2022-04-24,Kirim Billing,040600,17,UA082435474TH20220219,2022-02-24,17000,0,NA,NA
620220200136740,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,LP223728319SG20220211,2022-02-14,48000,48000,2022-02-19,POS INDONESIA
620220200058084,2022-02-05,2022-04-05,Tunggu Rekon CEISA,040600,17,LP589860280MY20220203,2022-02-05,57000,57000,2022-02-10,POS INDONESIA
620220200174388,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,UQ294899855SG20220215,2022-02-16,2000,2000,2022-02-18,POS INDONESIA
620220200007656,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,LP223137245SG20220128,2022-02-02,19000,19000,2022-02-08,POS INDONESIA
620220200176889,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,LP037388606HK20220215,2022-02-17,41000,41000,2022-02-24,POS INDONESIA
620220200084409,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,LP223310814SG20220207,2022-02-08,90000,90000,2022-02-13,POS INDONESIA
620220200053180,2022-02-04,2022-04-04,Kirim Billing,040600,17,UQ287426545SG20220202,2022-02-04,3000,0,NA,NA
620220200021862,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,CQ444222259DE20220127,2022-02-03,388000,388000,2022-02-06,POS INDONESIA
620220200075048,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,EL502382779JP20220204,2022-02-08,63000,63000,2022-02-10,POS INDONESIA
620220200191348,2022-02-18,2022-04-18,Tunggu Rekon CEISA,040600,17,UV503345392UZ20220214,2022-02-18,14000,14000,2022-02-22,PT. TOKOPEDIA
620220200156885,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,RE063372635HK20220214,2022-02-15,68000,68000,2022-02-22,POS INDONESIA
620220200108965,2022-02-10,2022-04-10,Tunggu Rekon CEISA,040600,17,LP223335113SG20220209,2022-02-10,4000,4000,2022-02-16,POS INDONESIA
620220200148042,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,LP223536115SG20220209,2022-02-15,41000,41000,2022-02-20,POS INDONESIA
620220200266001,2022-02-25,2022-04-25,Kirim Billing,040600,17,CC341904967TW20220223,2022-02-25,703000,0,NA,NA
620220200230277,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,UQ285416903SG20220219,2022-02-22,2000,2000,2022-02-26,POS INDONESIA
620220200251103,2022-02-24,2022-04-24,Tunggu Rekon CEISA,040600,17,CJ192098947US20220223,2022-02-24,425000,425000,2022-02-26,POS INDONESIA
620220200007245,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,LP221910722SG20220127,2022-02-02,5000,5000,2022-02-12,POS INDONESIA
620220200273163,2022-02-25,2022-04-25,Kirim Billing,040600,17,LP223806594SG20220221,2022-02-25,22000,0,NA,NA
620220200020339,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,UQ288873505SG20220128,2022-02-02,1000,1000,2022-02-08,POS INDONESIA
620220200230218,2022-02-22,2022-04-22,Kirim Billing,040600,17,UQ296618107SG20220219,2022-02-22,2000,0,NA,NA
620220200250742,2022-02-24,2022-04-24,Tunggu Rekon CEISA,040600,17,UQ296854785SG20220221,2022-02-24,2000,2000,2022-02-24,POS INDONESIA
620220200161494,2022-02-15,2022-04-15,Kirim Billing,040600,17,LP589898400MY20220210,2022-02-15,14000,0,NA,NA
620220200032262,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,LH159961567US20220202,2022-02-03,66000,66000,2022-02-14,POS INDONESIA
620220200141659,2022-02-14,2022-04-14,Kirim Billing,040600,17,LZ611109504US20220212,2022-02-14,2000,0,NA,NA
620220200199800,2022-02-18,2022-04-18,Tunggu Rekon CEISA,040600,17,LP589994468MY20220217,2022-02-18,41000,41000,2022-02-22,POS INDONESIA
620220200078067,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,LV409861768CN20220207,2022-02-08,37000,37000,2022-02-14,POS INDONESIA
620220200068464,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,LP223215212SG20220204,2022-02-07,5000,5000,2022-02-15,POS INDONESIA
620220200216574,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,LP224278151SG20220218,2022-02-21,3000,3000,2022-02-28,POS INDONESIA
620220200012609,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,LP222753008SG20220128,2022-02-02,2000,2000,2022-02-08,POS INDONESIA
620220200199787,2022-02-18,2022-04-18,Tunggu Rekon CEISA,040600,17,LP589996795MY20220217,2022-02-18,17000,17000,2022-02-23,POS INDONESIA
620220200013305,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,LP222175857SG20220131,2022-02-02,111000,111000,2022-02-06,POS INDONESIA
620220200176007,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,EG714069356KR20220209,2022-02-17,1496000,1496000,2022-02-18,POS INDONESIA
620220200161466,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,LP223615572SG20220210,2022-02-15,12000,12000,2022-02-18,POS INDONESIA
620220200058340,2022-02-06,2022-04-06,Kirim Billing,040600,17,EE051128160MY20220131,2022-02-06,2285000,0,NA,NA
620220200031400,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,EV009954945CN20220129,2022-02-03,5000,5000,2022-02-09,POS INDONESIA
620220200216014,2022-02-21,2022-04-21,Kirim Billing,040600,17,LP224341146SG20220219,2022-02-21,19000,0,NA,NA
620220200077974,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,LP589872892MY20220207,2022-02-08,3000,3000,2022-02-11,POS INDONESIA
620220200125318,2022-02-11,2022-04-11,Tunggu Rekon CEISA,040600,17,LP223731406SG20220210,2022-02-11,2000,2000,2022-02-18,POS INDONESIA
620220200216925,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,LP224649303SG20220219,2022-02-21,21000,21000,2022-02-24,POS INDONESIA
620220200055133,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,EY455215395US20220131,2022-02-04,1783000,1783000,2022-02-07,POS INDONESIA
620220200085173,2022-02-08,2022-04-08,Kirim Billing,040600,17,LV409200813CN20220207,2022-02-08,161000,0,NA,NA
620220200043563,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,CZ002739386SG20220128,2022-02-04,1172000,1172000,2022-02-08,BANK OCBC NISP
620220200249751,2022-02-24,2022-04-24,Kirim Billing,040600,17,UV468720973UZ20220221,2022-02-24,3000,0,NA,NA
620220200189672,2022-02-18,2022-04-18,Kirim Billing,040600,17,UQ294055624SG20220214,2022-02-18,2000,0,NA,NA
620220200252530,2022-02-24,2022-04-24,Kirim Billing,040600,17,LP224445296SG20220223,2022-02-24,69000,0,NA,NA
620220200272629,2022-02-25,2022-04-25,Kirim Billing,040600,17,LP224969316SG20220224,2022-02-25,96000,0,NA,NA
620220200069504,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,LP223207445SG20220204,2022-02-07,49000,49000,2022-02-13,POS INDONESIA
620220200170801,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,RL924878557CH20220210,2022-02-16,141000,141000,2022-02-24,POS INDONESIA
620220200254250,2022-02-24,2022-04-24,Kirim Billing,040600,17,LP224614499SG20220223,2022-02-24,17000,0,NA,NA
620220200019080,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,UH678596074BE20220129,2022-02-02,2000,2000,2022-02-05,POS INDONESIA
620220200102149,2022-02-09,2022-04-09,Tunggu Rekon CEISA,040600,17,UQ293537656SG20220208,2022-02-09,1000,1000,2022-02-17,POS INDONESIA
620220200107622,2022-02-10,2022-04-10,Kirim Billing,040600,17,EC143308627BE20220209,2022-02-10,537000,0,NA,NA
620220200254957,2022-02-24,2022-04-24,Kirim Billing,040600,17,LP224960440SG20220223,2022-02-24,71000,0,NA,NA
620220200127985,2022-02-12,2022-04-12,Tunggu Rekon CEISA,040600,17,UA208326370JP20220204,2022-02-12,4000,4000,2022-02-16,POS INDONESIA
620220200028228,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,LP222607433SG20220131,2022-02-03,3000,3000,2022-02-17,POS INDONESIA
620220200228210,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,UB305656026TW20220214,2022-02-22,12000,12000,2022-02-26,POS INDONESIA
620220200053056,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,UQ287045799SG20220131,2022-02-04,2000,2000,2022-02-15,POS INDONESIA
620220200143200,2022-02-14,2022-04-14,Kirim Billing,040600,17,RF203022031GB20220211,2022-02-14,237000,0,NA,NA
620220200102460,2022-02-09,2022-04-09,Tunggu Rekon CEISA,040600,17,EL502386682JP20220208,2022-02-09,12000,12000,2022-02-11,POS INDONESIA
620220200143407,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,UQ290869481SG20220211,2022-02-14,2000,2000,2022-02-22,POS INDONESIA
620220200181398,2022-02-17,2022-04-17,Kirim Billing,040600,17,UG688556826GB20220214,2022-02-17,38000,0,NA,NA
620220200023267,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,LP223113814SG20220131,2022-02-03,5000,5000,2022-02-08,POS INDONESIA
620220200203390,2022-02-20,2022-04-20,Tunggu Rekon CEISA,040600,17,LP223943003SG20220216,2022-02-20,11000,11000,2022-02-25,POS INDONESIA
620220200068507,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,LP223146375SG20220204,2022-02-07,211000,211000,2022-02-10,POS INDONESIA
620220200259576,2022-02-24,2022-04-24,Kirim Billing,040600,17,LW462584210DE20220223,2022-02-24,12000,0,NA,NA
620220200272214,2022-02-25,2022-04-25,Kirim Billing,040600,17,RL925306649CH20220224,2022-02-25,197000,0,NA,NA
620220200213833,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,LP224083274SG20220219,2022-02-21,21000,21000,2022-02-23,POS INDONESIA
620220200018871,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,UQ289228415SG20220129,2022-02-02,3000,3000,2022-02-09,POS INDONESIA
620220200136981,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,CA004728721KR20220211,2022-02-14,27000,27000,2022-02-17,POS INDONESIA
620220200189952,2022-02-18,2022-04-18,Tunggu Rekon CEISA,040600,17,UH678925455BE20220214,2022-02-18,2000,2000,2022-02-22,POS INDONESIA
620220200189705,2022-02-18,2022-04-18,Tunggu Rekon CEISA,040600,17,UQ297478882SG20220216,2022-02-18,3000,3000,2022-02-24,POS INDONESIA
620220200070559,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,UA086111607JP20220128,2022-02-07,12000,12000,2022-02-19,POS INDONESIA
620220200237074,2022-02-23,2022-04-23,Kirim Billing,040600,17,LP224801911SG20220222,2022-02-23,241000,0,NA,NA
620220200198289,2022-02-18,2022-04-18,Tunggu Rekon CEISA,040600,17,UQ292756434SG20220217,2022-02-18,3000,3000,2022-02-24,POS INDONESIA
620220200013944,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,EN154274853JP20220128,2022-02-02,185000,185000,2022-02-06,POS INDONESIA
620220200248647,2022-02-24,2022-04-24,Tunggu Rekon CEISA,040600,17,CN034205017JP20220222,2022-02-24,197000,197000,2022-03-01,POS INDONESIA
620220200238088,2022-02-23,2022-04-23,Tunggu Rekon CEISA,040600,17,LP224821301SG20220222,2022-02-23,77000,77000,2022-02-25,POS INDONESIA
620220200114104,2022-02-10,2022-04-10,Tunggu Rekon CEISA,040600,17,LP356757001SG20220209,2022-02-10,5000,5000,2022-02-16,POS INDONESIA
620220200106331,2022-02-10,2022-04-10,Tunggu Rekon CEISA,040600,17,LP223647646SG20220208,2022-02-10,24000,24000,2022-02-17,POS INDONESIA
620220200085255,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,LX929595795TW20220124,2022-02-08,5000,5000,2022-02-15,POS INDONESIA
620220200253011,2022-02-24,2022-04-24,Kirim Billing,040600,17,LP224965495SG20220223,2022-02-24,486000,0,NA,NA
620220200041773,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,UQ290054858SG20220202,2022-02-04,2000,2000,2022-02-10,POS INDONESIA
620220200186605,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,UQ294610406SG20220214,2022-02-17,14000,14000,2022-02-24,POS INDONESIA
620220200162015,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,LP589936765MY20220210,2022-02-15,14000,14000,2022-02-17,POS INDONESIA
620220200052727,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,UQ286970901SG20220131,2022-02-04,3000,3000,2022-02-09,POS INDONESIA
620220200242379,2022-02-23,2022-04-23,Tunggu Rekon CEISA,040600,17,EN159434509JP20220222,2022-02-23,235000,235000,2022-03-01,POS INDONESIA
620220200205586,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,CY293479967DE20220217,2022-02-21,1581000,1581000,2022-02-24,POS INDONESIA
620220200045599,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,LP223182973SG20220203,2022-02-04,33000,33000,2022-02-16,POS INDONESIA
620220200058916,2022-02-07,2022-04-07,Kirim Billing,040600,17,RR088236715PH20220204,2022-02-07,3000,0,NA,NA
620220200083699,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,LP589835594MY20220207,2022-02-08,14000,14000,2022-02-18,POS INDONESIA
620220200247049,2022-02-24,2022-04-24,Tunggu Rekon CEISA,040600,17,EG291028430KR20220222,2022-02-24,1409000,1409000,2022-02-26,POS INDONESIA
620220200102234,2022-02-09,2022-04-09,Tunggu Rekon CEISA,040600,17,UQ291214851SG20220208,2022-02-09,2000,2000,2022-02-12,POS INDONESIA
620220200135321,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,LB417529892US20220212,2022-02-14,109000,109000,2022-02-19,POS INDONESIA
620220200231941,2022-02-22,2022-04-22,Kirim Billing,040600,17,LP589950405MY20220215,2022-02-22,2000,0,NA,NA
620220200208125,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,EM287539281JP20220219,2022-02-21,150000,150000,2022-02-25,POS INDONESIA
620220200256958,2022-02-24,2022-04-24,Kirim Billing,040600,17,LP224560835SG20220223,2022-02-24,39000,0,NA,NA
620220200052855,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,UQ290021744SG20220202,2022-02-04,2000,2000,2022-02-12,POS INDONESIA
620220200052851,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,UQ285328801SG20211223,2022-02-04,2000,2000,2022-02-21,POS INDONESIA
620220200276395,2022-02-26,2022-04-26,Kirim Billing,040600,17,EG291032615KR20220222,2022-02-26,210000,0,NA,NA
620220200215394,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,LP224274013SG20220219,2022-02-21,11000,11000,2022-02-24,POS INDONESIA
620220200036490,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,ES294511275KR20220131,2022-02-03,87000,87000,2022-02-11,POS INDONESIA
620220200070378,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,LP904711439SG20220205,2022-02-07,36000,36000,2022-02-19,POS INDONESIA
620220200045164,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,RR728007334VN20220203,2022-02-04,5000,5000,2022-02-10,POS INDONESIA
620220200199568,2022-02-18,2022-04-18,Tunggu Rekon CEISA,040600,17,LP590196085MY20220217,2022-02-18,2000,2000,2022-02-26,POS INDONESIA
620220200250843,2022-02-24,2022-04-24,Kirim Billing,040600,17,LP590014928MY20220218,2022-02-24,4000,0,NA,NA
620220200170972,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,EV010052546CN20220215,2022-02-16,48000,48000,2022-02-20,POS INDONESIA
620220200040734,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,LC1000681575120220202,2022-02-04,2000,2000,2022-02-14,POS INDONESIA
620220200055188,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,UQ289448671SG20220203,2022-02-04,2000,2000,2022-02-08,POS INDONESIA
620220200149193,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,EM763515219IN20220207,2022-02-15,454000,454000,2022-02-17,POS INDONESIA
620220200272583,2022-02-25,2022-04-25,Kirim Billing,040600,17,LP225075742SG20220224,2022-02-25,295000,0,NA,NA
620220200052196,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,UQ287107697SG20220203,2022-02-04,5000,5000,2022-02-11,POS INDONESIA
620220200173716,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,UV507857043UZ20220215,2022-02-16,2000,2000,2022-02-22,POS INDONESIA
620220200166583,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,CL066372311JP20220211,2022-02-16,1971000,1971000,2022-02-19,PT. TOKOPEDIA
620220200106457,2022-02-10,2022-04-10,Tunggu Rekon CEISA,040600,17,LP222472740SG20220209,2022-02-10,22000,22000,2022-02-16,POS INDONESIA
620220200061782,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,UV472835345UZ20220131,2022-02-07,5000,5000,2022-02-11,POS INDONESIA
620220200047987,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,LP222730276SG20220131,2022-02-04,38000,38000,2022-02-14,POS INDONESIA
620220200127476,2022-02-12,2022-04-12,Kirim Billing,040600,17,UM613957595US20220204,2022-02-12,1000,0,NA,NA
620220200140996,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,LY334279463DE20220212,2022-02-14,32000,32000,2022-02-21,POS INDONESIA
620220200208648,2022-02-21,2022-04-21,Kirim Billing,040600,17,ET183639587AU20220218,2022-02-21,187000,0,NA,NA
620220200171200,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,UR431701582CA20220209,2022-02-16,15000,15000,2022-02-23,POS INDONESIA
620220200051327,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,UQ287285905SG20220131,2022-02-04,3000,3000,2022-02-09,POS INDONESIA
620220200181434,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,LP223925614SG20220215,2022-02-17,3000,3000,2022-02-22,POS INDONESIA
620220200166616,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,EI003028008NL20220212,2022-02-16,600000,600000,2022-02-18,POS INDONESIA
620220200178981,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,LP223739339SG20220216,2022-02-17,3000,3000,2022-02-23,POS INDONESIA
620220200069602,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,LP223503369SG20220204,2022-02-07,38000,38000,2022-02-10,POS INDONESIA
620220200166884,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,EG290620898KR20220214,2022-02-16,106000,106000,2022-02-23,POS INDONESIA
620220200232109,2022-02-22,2022-04-22,Kirim Billing,040600,17,UV468252578UZ20220214,2022-02-22,3000,0,NA,NA
620220200115939,2022-02-11,2022-04-11,Kirim Billing,040600,17,EE183399087TH20220203,2022-02-11,53000,0,NA,NA
620220200102147,2022-02-09,2022-04-09,Kirim Billing,040600,17,LP223658856SG20220207,2022-02-09,279000,0,NA,NA
620220200229119,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,LP590018496MY20220217,2022-02-22,1000,1000,2022-02-26,POS INDONESIA
620220200255074,2022-02-24,2022-04-24,Kirim Billing,040600,17,LP224180302SG20220223,2022-02-24,20000,0,NA,NA
620220200155112,2022-02-15,2022-04-15,Kirim Billing,040600,17,RR478575051HU20220214,2022-02-15,2000,0,NA,NA
620220200104963,2022-02-10,2022-04-10,Tunggu Rekon CEISA,040600,17,CA017098335AT20220209,2022-02-10,111000,111000,2022-02-12,POS INDONESIA
620220200243258,2022-02-23,2022-04-23,Tunggu Rekon CEISA,040600,17,LP223246740SG20220210,2022-02-23,2000,2000,2022-02-27,POS INDONESIA
620220200111441,2022-02-10,2022-04-10,Tunggu Rekon CEISA,040600,17,LP589869275MY20220209,2022-02-10,29000,29000,2022-02-11,BANK MANDIRI
620220200228871,2022-02-22,2022-04-22,Kirim Billing,040600,17,LW462071351DE20220221,2022-02-22,85000,0,NA,NA
620220200186527,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,UQ294116663SG20220214,2022-02-17,2000,2000,2022-02-24,POS INDONESIA
620220200070324,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,LP223181213SG20220205,2022-02-07,97000,97000,2022-02-14,POS INDONESIA
620220200199439,2022-02-18,2022-04-18,Tunggu Rekon CEISA,040600,17,RC719259621SG20220217,2022-02-18,21000,21000,2022-02-23,POS INDONESIA
620220200186733,2022-02-17,2022-04-17,Kirim Billing,040600,17,UQ292469739SG20220214,2022-02-17,3000,0,NA,NA
620220200148936,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,LC1000684490020220211,2022-02-15,12000,12000,2022-02-21,POS INDONESIA
620220200214777,2022-02-21,2022-04-21,Kirim Billing,040600,17,LP224416935SG20220218,2022-02-21,43000,0,NA,NA
620220200177433,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,RA685887545SI20220215,2022-02-17,61000,61000,2022-02-22,POS INDONESIA
620220200016801,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,UV460216570UZ20220126,2022-02-02,14000,14000,2022-02-08,POS INDONESIA
620220200051241,2022-02-04,2022-04-04,Kirim Billing,040600,17,UQ287007376SG20220203,2022-02-04,20000,0,NA,NA
